1	0.000247088	0.00439819	0.00224538	2.37127e-05	0.00319701	0.000183513	0.0613228	0.0177627	0.00984401	0.00855608	0.00861024	0.0097489	0.0141945	2.72799e-05	0.0128916	0.00754929	0.0307254	
3	0.000106782	0.00192219	0.00095683	9.47864e-06	0.00128898	6.78894e-05	0.0249329	0.00816614	0.00422979	0.00370747	0.00373082	0.00411352	0.0062877	6.02563e-06	0.00567703	0.00309105	0.0125061	
4	0.000154446	0.00305296	0.00149264	1.47751e-05	0.00177685	9.64537e-05	0.0264646	0.0113648	0.00587923	0.00525598	0.00566905	0.00581359	0.00901375	7.1859e-06	0.0081744	0.00440559	0.0185405	
5	0.000113329	0.00227829	0.00129625	1.15629e-05	0.00134867	7.81749e-05	0.0339239	0.0092258	0.00442936	0.0038313	0.00420439	0.00445849	0.00688612	6.23503e-06	0.00666506	0.00331019	0.0131469	
6	8.1216e-05	0.00156029	0.000752007	8.20345e-06	0.000969405	7.21394e-05	0.0152006	0.00622125	0.00320145	0.00276986	0.00294615	0.00324432	0.00501514	6.05158e-06	0.004531	0.00239721	0.00963388	
7	9.00151e-05	0.00170476	0.000868546	7.79122e-06	0.00103098	6.12963e-05	0.017634	0.00655693	0.00343513	0.00304296	0.00321176	0.00353793	0.0052508	7.45248e-06	0.00551096	0.00250629	0.010298	
8	7.25249e-05	0.00135616	0.000668558	6.84907e-06	0.000878652	4.82676e-05	0.0136537	0.00559991	0.00287565	0.0024796	0.00265351	0.00289583	0.00460215	4.29299e-06	0.00411618	0.00215956	0.00875283	
9	0.000153132	0.00296491	0.00167923	1.36691e-05	0.00178887	0.000101063	0.0290923	0.0117938	0.0059404	0.00547208	0.00573625	0.00597476	0.00917298	8.67387e-06	0.0088619	0.0044347	0.0175411	
10	0.000139892	0.00274896	0.00125256	1.368e-05	0.00147441	7.77447e-05	0.0233603	0.0089863	0.0049102	0.00454755	0.00465339	0.00488208	0.00762134	7.92359e-06	0.00703881	0.003624	0.0153649	
12	0.000155546	0.00304782	0.00157669	1.33651e-05	0.00171349	0.000110949	0.0259806	0.0108483	0.00593781	0.00541947	0.0055251	0.00578769	0.00881831	1.46406e-05	0.00882038	0.00418759	0.0172078	
13	0.000115368	0.00213624	0.00107258	1.06557e-05	0.00137741	8.51973e-05	0.0209807	0.00905007	0.00450353	0.00387432	0.00414294	0.00462524	0.00697673	1.21706e-05	0.00651516	0.00336377	0.0134438	
14	0.000155351	0.00280495	0.00134696	1.48827e-05	0.00179524	9.86355e-05	0.0263633	0.0115702	0.00580118	0.00507397	0.00529523	0.00585645	0.00891453	8.00016e-06	0.00804374	0.00442774	0.0175578	
15	0.00026653	0.00453765	0.00226181	2.26954e-05	0.00353207	0.000179915	0.0563685	0.0183538	0.0104928	0.00954041	0.00902641	0.0103834	0.0148621	3.97225e-05	0.0133004	0.00826679	0.0328079	
16	0.000183482	0.00324984	0.00148633	1.51471e-05	0.00214736	0.000100428	0.0292823	0.0117538	0.00676642	0.00652169	0.00620148	0.00658528	0.00996279	1.18477e-05	0.00880641	0.00524114	0.0219932	
17	6.48232e-05	0.00116087	0.000569931	5.90101e-06	0.000796861	4.27715e-05	0.0137917	0.00475559	0.00249592	0.00220006	0.00227174	0.00252008	0.00378285	5.64073e-06	0.00343494	0.00204583	0.00854115	
19	0.000110657	0.00207973	0.0011047	1.04425e-05	0.00136597	7.12041e-05	0.0202933	0.00868418	0.00432249	0.0037301	0.00400193	0.00442403	0.00673386	9.08632e-06	0.00608258	0.00341453	0.0131039	
20	0.000156811	0.00306973	0.00152839	1.37999e-05	0.00172635	8.95214e-05	0.0253445	0.0106311	0.00588087	0.00559755	0.00558262	0.00567917	0.00905189	1.04213e-05	0.00817218	0.00419637	0.0174314	
21	0.000114732	0.0021911	0.00106337	1.19042e-05	0.00138975	0.000112644	0.0228391	0.00875923	0.00458742	0.00397926	0.00416198	0.00462454	0.00701683	9.1889e-06	0.00643826	0.00337626	0.0134029	
22	0.000124648	0.00232446	0.0011517	1.20051e-05	0.00148045	0.000125245	0.0300092	0.00949617	0.0049707	0.00434547	0.004532	0.00490982	0.0075936	8.69471e-06	0.00691418	0.00364634	0.0147603	
23	0.000115326	0.00223029	0.00119391	1.07301e-05	0.00140904	7.78044e-05	0.0230325	0.00952172	0.00456373	0.00393551	0.00421864	0.004602	0.00707296	8.68291e-06	0.0064435	0.00341878	0.0134663	
24	8.21782e-05	0.00150602	0.000735935	7.32466e-06	0.00101223	5.17009e-05	0.017725	0.00617931	0.0032196	0.00286721	0.00294607	0.00319298	0.00506658	3.99241e-06	0.00441557	0.00256751	0.0101587	
25	6.12737e-05	0.00115478	0.000579307	5.65809e-06	0.000733399	4.31696e-05	0.0135641	0.00471325	0.00246336	0.00213474	0.00224915	0.00243811	0.00379692	3.0055e-06	0.00340321	0.00185249	0.007253	
26	0.000144748	0.00282337	0.00143701	1.32213e-05	0.00165245	0.000103359	0.0251306	0.0105628	0.0056423	0.00494459	0.00519771	0.00553152	0.0084477	7.97456e-06	0.00808106	0.00411328	0.0162793	
28	0.000146889	0.00252724	0.00127917	1.2253e-05	0.00192414	8.88998e-05	0.033516	0.0104951	0.00573699	0.00509296	0.0049721	0.00567045	0.0084292	1.27658e-05	0.00741287	0.00457824	0.0184919	
30	8.4287e-05	0.00162743	0.000822103	7.85148e-06	0.00101175	5.67037e-05	0.0163062	0.00643629	0.00329166	0.00285054	0.00304182	0.00331306	0.00512365	4.50445e-06	0.00477528	0.00250152	0.00981685	
31	0.000164925	0.00274681	0.00128567	1.26736e-05	0.00203179	0.000109086	0.0298942	0.0105346	0.00639909	0.00605242	0.0054585	0.00615741	0.00884683	4.7439e-05	0.0080135	0.00468807	0.0202048	
33	3.83555e-05	0.000691083	0.000323418	3.66246e-06	0.000452924	2.53787e-05	0.00668307	0.00271175	0.0014447	0.00127124	0.00130084	0.00144503	0.00229764	2.012e-06	0.0019503	0.00108999	0.00438796	
34	0.000115523	0.00199881	0.00101956	1.05196e-05	0.00146573	0.00010756	0.0352365	0.00851771	0.00472642	0.00407452	0.0039248	0.0045343	0.00656877	3.36136e-05	0.00593933	0.00334221	0.0143042	
36	0.000103386	0.00198563	0.00111254	9.40836e-06	0.001224	7.87759e-05	0.0190063	0.00807469	0.00417603	0.00385036	0.00393762	0.00407998	0.0063726	5.1946e-06	0.00591989	0.00302246	0.0119928	
38	0.000126594	0.00232416	0.00116042	1.12472e-05	0.00148864	8.35901e-05	0.0220686	0.00923806	0.00492989	0.00469707	0.00453806	0.00490683	0.00754697	9.521e-06	0.00687755	0.00365868	0.0142902	
39	9.69541e-05	0.00174897	0.000855547	8.4287e-06	0.00120781	7.81848e-05	0.0231048	0.00699685	0.00409247	0.00381167	0.00355209	0.00380138	0.00614559	1.13833e-05	0.0052115	0.00282189	0.0115698	
40	0.000104268	0.00182811	0.000963504	9.14954e-06	0.00130971	7.12183e-05	0.0239129	0.0079329	0.00413669	0.00353145	0.00355068	0.00408135	0.00605826	2.04688e-05	0.00540695	0.00304894	0.0124981	
42	9.27367e-05	0.00168698	0.000825638	8.14553e-06	0.00108436	6.09355e-05	0.016752	0.0070138	0.00352684	0.00303842	0.00323664	0.00360463	0.00553462	6.44329e-06	0.00503251	0.00268747	0.0112959	
43	7.77159e-05	0.00133103	0.00064834	6.61052e-06	0.000951988	6.65718e-05	0.0139228	0.00547475	0.00306481	0.00272375	0.00261397	0.00311456	0.00436324	3.6044e-05	0.00415544	0.00217271	0.00904927	
44	0.000127058	0.00232143	0.00120518	1.14034e-05	0.0015081	0.000138158	0.0238788	0.00930696	0.00523745	0.00491643	0.00468641	0.00502892	0.00742249	1.96861e-05	0.00718494	0.00358211	0.0146173	
45	0.000115841	0.00207132	0.000951546	9.65925e-06	0.00140952	6.72698e-05	0.019186	0.0078756	0.00428643	0.00372593	0.00391852	0.00447613	0.00678797	7.40104e-06	0.00606773	0.00328054	0.0141149	
46	0.000108597	0.00183781	0.000870277	8.61128e-06	0.00137072	6.86264e-05	0.0223737	0.00723855	0.00436721	0.00398218	0.00365838	0.00414124	0.00609664	1.41809e-05	0.0053278	0.00305543	0.013061	
47	6.88413e-05	0.00128442	0.000666104	6.33453e-06	0.000818444	4.45615e-05	0.0135982	0.0058232	0.00270339	0.00233077	0.00251509	0.00271904	0.00421574	3.56801e-06	0.00385068	0.00202146	0.00806885	
48	0.000131062	0.00228237	0.001114	1.18828e-05	0.00162897	0.000138314	0.0256839	0.00913417	0.00531721	0.00477706	0.00459912	0.0052823	0.00737554	3.93927e-05	0.00726527	0.00370896	0.0160456	
