1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-0.220571	-0.220172	-0.227213	-0.222073	-0.223631	-0.221331	-0.220339	-0.220896	-0.226842	-0.228622	-0.237384	-0.237177	-0.233713	-0.23746	-0.233464	-0.236793	-0.237512	-0.235696	-0.236026	
-0.335117	-0.298309	-0.116875	-0.198296	-0.0428905	-0.288687	-0.264699	-0.310575	-0.213781	0.0733518	0.0451621	0.217058	0.175875	0.138604	0.204437	0.285239	0.307162	0.27467	0.22516	
0.186081	-0.062236	-0.446604	-0.107118	-0.19819	-0.1151	0.143787	0.150479	0.0984843	0.399728	-0.429227	0.00787441	0.242415	0.435855	0.0650235	-0.0170056	-0.0585465	-0.110574	-0.178996	
0.00817503	-0.277331	0.00991097	-0.101145	-0.299309	0.100293	-0.119784	-0.00997924	0.299224	-0.175555	0.570741	0.158871	-0.037439	0.47048	-0.19952	-0.0640953	-0.057794	-0.214454	-0.10611	
-0.0771685	0.325623	0.381379	-0.22723	0.00850679	0.110732	0.0571327	-0.35871	-0.356458	0.228596	-0.0104534	0.161576	0.068496	0.307879	0.0173343	-0.48178	-0.0629144	-0.0251509	-0.0681296	
-0.0591081	-0.287855	0.110562	-0.207029	-0.00591254	0.611483	0.198984	0.0225463	-0.0942802	-0.42248	-0.4162	0.159066	0.0443793	0.111596	-0.00499816	0.152747	0.0762147	0.0938136	-0.0788599	
0.364364	0.0846857	0.0306755	-0.330938	-0.661923	0.0460717	0.220446	0.0244345	-0.206944	0.0483134	0.164232	-0.0232735	0.0571449	-0.318094	0.0609776	0.117881	0.0153306	0.0463987	0.251041	
0.285402	0.322897	-0.493002	-0.0473599	0.182645	-0.0103441	0.074754	-0.176049	-0.176059	-0.375559	0.197351	0.0104381	0.121034	0.0328788	-0.131818	-0.0951472	0.417492	0.105347	-0.245536	
-0.291513	-0.19407	-0.346146	-0.208009	0.157883	0.0590644	0.4479	0.113582	0.150654	0.0501557	0.188107	0.116966	-0.137956	-0.165497	0.237176	-0.478082	-0.0391202	0.109802	0.230741	
1.55846	0.701982	0.531041	1.35806	1.35114	1.30492	1.45074	1.52777	1.50426	-0.748303	-0.777682	-0.793968	-0.787529	-0.817225	-0.737402	-0.768664	-0.774218	-0.755254	-0.769112	
1.18154	-0.110425	-0.175411	1.3757	1.29997	1.38106	1.16859	1.2119	1.28299	-0.399063	-0.839792	-0.808926	-0.761639	-0.806736	-0.742894	-0.748732	-0.774291	-0.749026	-0.759823	
0.987354	0.286444	0.126205	1.83248	1.39911	1.55653	0.928177	1.00269	1.16993	-0.552023	-0.597343	-0.625077	-0.599594	-0.611107	-0.606754	-0.640374	-0.589096	-0.628172	-0.561152	
1.01718	-1.32773	-1.3736	0.64213	0.899397	0.986017	1.15254	0.976486	1.08089	2.38526	0.0883529	0.0489343	0.104942	0.176079	-0.0475792	-0.754848	-0.39269	-0.667719	-0.0413017	
1.15461	1.3996	1.39101	1.0266	1.09192	1.0599	1.13328	1.18732	1.13272	-0.839801	-0.933228	-0.871817	-0.857668	-0.923714	-0.841742	-0.904993	-0.909546	-0.846761	-0.899623	
0.0395193	-0.635216	-0.786674	-0.300642	-0.108633	-0.178365	-0.108198	0.0697426	-0.0115176	2.04138	0.0568855	0.193228	0.281167	0.100897	0.262646	-0.33237	0.0729195	0.156695	0.127644	
0.271297	0.236303	0.00218773	0.183645	0.145574	0.193457	0.122411	0.264422	0.156578	0.381426	-0.324035	0.198049	0.214674	0.181739	0.208124	-0.131829	-0.0515372	0.172159	0.032264	
-0.206856	-0.336768	-0.462085	-0.813368	-0.611058	-0.767656	-0.108224	-0.336106	-0.390011	0.463055	0.569174	0.550671	0.50662	0.556379	0.433512	0.340909	0.527421	0.41452	0.576895	
0.865326	0.412175	0.208614	0.991403	0.890307	0.868419	0.90992	0.978768	0.98994	-1.25337	-1.14693	-1.17601	-1.09698	-1.15513	-1.04227	-0.57237	-1.00977	-1.10895	-1.02221	
-1.25978	-0.955861	-1.02628	-1.40487	-1.24218	-1.52728	-1.32183	-1.15824	-1.30115	1.38324	0.93806	0.799221	0.922915	0.665385	1.08503	0.718916	0.733816	1.11091	0.850461	
1.32908	0.894191	0.865324	1.77592	1.52937	1.87093	1.4152	1.3826	1.45656	-1.14337	-1.09415	-1.14762	-1.12165	-1.20652	-1.10202	-1.03718	-1.05606	-1.09345	-1.00594	
1.15637	1.10399	1.06662	1.21105	1.14315	1.18589	1.05975	1.19747	1.15347	-1.25501	-0.969362	-1.01994	-1.06214	-1.11628	-1.02538	-1.1196	-1.2443	-1.09853	-1.19128	
0.437814	0.323199	0.331018	0.546369	0.522467	0.510729	0.499964	0.41209	0.469634	0.377659	-0.0467601	-0.105804	-0.122408	-0.0732486	-0.222058	-0.220586	-0.262974	-0.255919	-0.182883	
0.223466	0.0439252	-0.741858	0.471016	0.525355	-1.88363	0.826475	0.312599	0.68538	0.0780355	-0.365113	0.0365397	0.0902759	0.300939	0.339244	-0.00750398	-0.0237913	-0.102885	-0.0740192	
0.589197	0.449909	0.290143	1.18653	1.08316	0.697708	0.662236	0.725872	0.81717	-0.617918	-0.57823	-0.608832	-0.565883	-0.666339	-0.541197	-0.774125	-0.796663	-0.591429	-0.70516	
