8.40036	0	-0.332029	-0.496267	-0.270965	0.512808	-0.278462	-0.381439	0	-0.280514	2.19261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.15091	0	0.671169	-0.0649469	0.52722	-0.371408	0.629819	-0.420346	0	0.331961	0.641157	1.80154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.4679	0	0.930422	0	0	-0.342847	-0.0325845	0	0	0	-0.627285	1.76324	0.340238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.6483	0	0.203015	-0.0263583	-0.151027	-0.330033	0.173285	0	0	0.0925074	0.0246897	1.95862	0.0401568	0.128751	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.50828	0	0.00860636	-0.178582	0.0787944	0.0879837	0.00260632	0	-0.0760619	0	-0.0227236	-0.466553	0.118043	0	2.17327	0	0	0	0	0	0	0	0	0	0	0	0	
8.91639	0	0.0781194	0.02532	0	0.0519583	-0.139612	0	0	0	0.0764321	-0.509302	-0.251894	0	-0.658849	0.584725	0	0	0	0	0	0	0	0	0	0	0	
8.53772	0	0.73618	0.574318	-0.168147	0.0131262	-0.0665039	0	0	0	-0.0427411	-0.257947	-0.369506	0	-0.581459	0	0.876579	0	0	0	0	0	0	0	0	0	0	
9.16422	0	0.741509	0.424798	-0.599599	-0.204656	-0.403694	-0.0796557	0	0	-0.344618	-0.0172671	-0.125933	0	-0.413171	0.458306	0.266407	0.314059	0	0	0	0	0	0	0	0	0	
8.87219	0	0.163282	0.241769	-0.730889	-0.188254	-0.414972	0	0	0	0.136821	0.281044	-0.0172174	0	-0.0632768	0.0638787	0.283316	0.19089	0.157315	0	0	0	0	0	0	0	0	
8.47873	0	-0.315629	0.153265	0.29902	0.069328	-0.140733	0	0	0	0.0241688	0.186553	-0.0251405	0.0904731	-0.0780329	0	0.049367	0.19067	-0.247383	0.477537	0	0	0	0	0	0	0	
8.92625	0	0.284155	0.406567	-0.350461	-0.292427	-0.183913	0	0	0	0.445893	1.51777	0.212164	0	-0.607094	0.535463	0.0755401	0.15074	0.0653429	0.245336	0.259966	0	0	0	0	0	0	
9.76776	0	0.533808	-0.13847	0	-0.424953	0.2578	0	0.111163	0	-0.0776897	-0.418302	-0.245834	-0.0782411	0.505024	-0.382697	0.0217105	0.109764	0.212424	-0.256616	0.00143875	0.485275	0	0	0	0	0	
7.8364	0	0.382737	0.22661	-0.576166	-0.288366	-0.0844705	0	0	0	0.0622847	0.0793863	0.20557	0.00397476	-0.306179	0.154541	0.378554	-0.0308386	0.0725239	0.112312	-0.0772084	-0.356239	0.334919	0	0	0	0	
8.42908	0	0.00485983	-0.0614283	-0.275384	0.0453817	-0.321386	0	0	0	0.0411116	0.170794	-0.22967	0	0.630122	0.151001	0.0385802	0.205466	0.285709	0.0142218	-0.0184813	0.672253	0.000370008	0.144869	0	0	0	
8.5746	0	-0.328247	0.0755514	0	-0.05952	0.0974096	0	0	0	0.0132843	1.11644	-0.199723	0	-0.0163586	-0.00834697	0.126848	0.164168	-0.0452983	-0.0138204	-0.0727701	-0.245995	-0.608093	0	0.0743881	0	0	
6.83186	0	-0.234669	0.0683249	0.0467314	0.00760306	-0.0952564	0	0	0	-0.0105269	0.0348567	-0.0722506	0	0.0231133	-0.00981565	-0.0820168	0.246337	0.138926	-0.0127686	0.041307	-0.117718	0.117899	0	-0.333002	1.30541	0	
9.1376	0	0.133999	0	0	-0.156643	-0.0964789	0	0	0	0.0115367	0.0703926	0.148988	0	-0.0261817	0.0523383	-0.0407688	-0.0207138	0.152582	0.251873	-0.218415	-0.59554	0.290499	0	0.205546	0.0604294	0.868915	
8.16676	0	-0.422006	-0.0255488	-0.430343	0.158973	-0.118397	0	0.0723993	0	0.0599793	0.547882	0.213218	0	0.00169987	0.137839	0.288936	0.0138522	-0.051107	0.204089	0.0875979	0.125205	0.118797	0	0.10263	-0.289721	0.195234	
8.34481	0	0.502949	-0.0670859	0.141512	-0.00945371	0.012199	0	0	0	-0.0402991	0.016201	0.146779	0	-0.0712028	0.0643315	-0.0474373	0.183946	-0.187237	0.0703645	-0.0223252	-0.161059	-0.349743	0	0.125141	-0.0169077	-0.0784906	
9.58033	0	-0.163461	0.0695793	-0.0756483	-0.0318963	-0.0474887	0	0	0	0.0178358	-0.0643446	0.146604	0.0266672	-0.122175	0.023016	0.298037	0.042175	-0.113738	0.163755	-0.316661	-0.192816	-0.0216781	0	-0.13904	-0.0250064	0.0431714	
7.98111	0	0.212162	0.111466	0.108285	0.214908	0.0446199	0	0	0	0.000487923	-0.09515	-0.0854333	0	0.214802	0.284394	0.192122	0.163487	-0.332851	0.00701294	-0.279381	-0.000468779	-0.0958263	0	-0.000783409	0.0871756	0.100747	
8.36427	0	-0.191788	-0.0934302	0	-0.102361	-0.0763191	0	0	0	0.0806852	0.0594714	0.119387	0	0.0861949	-0.0270316	-0.0987928	-0.115119	0.11388	0.278125	-0.0950219	0.2717	0.479642	0	0.388126	-0.00562478	-0.222786	
